TIC ID,CTOI,TOI,Disposition,Has Time Series,Has Spectroscopy,Has Imaging,CTOI Notes,TOI Comments,Paper Comment,WTV Sectors,TFOPWG Disposition,TOI Master Priority,TOI Time Series Observations,TOI Spectroscopy Observations,TOI Imaging Observations,Paper Photometry,Paper Spectroscopy,Paper Speckle,TESS Mag,Transit Epoch (BTJD),Period (days),Depth ppm,Duration (hrs),Planet Radius (R_Earth),Stellar Distance (pc),Stellar Eff Temp (K),Approximate Absolute TESS Mag,Stellar Radius (R_Sun),RA,Dec,CTOI lastmod,TOI Date Modified
420645189,420645189.01,1897.01,FP_CTOI,False,True,True,Planet Hunters TESS candidate. Single transit event.,Single transit; somewhat V-shaped; real radius larger; CTOI from Planet Hunters,SB 2 from MINERVA observations.,"19,25,26,52,59,73,79,",PC,3,0,4,1,,MINERVA(1),,10.1374,1837.4739999999292,0.0,500.0,6.0,7.5,158.493,5937.0,4.137349570338593,1.02867,48.370422,75.268379,2020-03-06 01:45:02,2022-12-14 12:09:24
422082582,422082582.01,,,False,False,False,PHT candidate. Single transit event.,,,"42,56,83,",,,,,,,,,10.41,2463.2919999998994,,1690.0,3.7,4.0,148.002,5765.0,4.558662079001733,0.89404,342.489697,5.948163,2022-01-12 13:23:05,
422914082,422914082.01,4317.01,PC,True,True,True,Planet Hunters TESS candidate. Single transit event.,potential L1 candidate; only 2 transits,,"4,31,70,",PC,1,3,4,10,Sinistro(1),NRES(1),,10.0121,1431.5600000000559,0.0,2000.0,4.0,3.5,67.368,4354.29,5.869831728269775,0.865987,38.31042,1.69093,2020-01-24 10:20:24,2022-12-14 12:09:24
423360793,423360793.01,,,False,False,False,3 transits. Period can be multiple of 48.487 d.,,,"3,30,42,43,70,",,,,,,,,,7.848,2463.757000000216,48.487,350.0,,2.556,70.1908,5988.0,3.616599038430061,1.2555,14.901911,-1.326372,2021-11-04 15:08:10,
423785115,423785115.01,,,False,False,False,PHT candidate. Second transit in FFI data. True period could be multiple of given period.,,,"5,32,",,,,,,,,,11.2457,2197.003000000026,74.2,19000.0,4.9,9.6,264.855,5978.6,4.130659119646966,0.640764,70.919714,-26.650255,2021-03-29 02:22:47,
427344083,427344083.01,,,False,False,False,PHT candidate. Single transit event. Likely grazing.,,,"17,18,24,25,52,57,58,77,78,",,,,,,,,,12.5967,1961.8969999998808,,12000.0,2.9,,387.288,5423.0,4.656529796434432,1.05201,344.15064,70.681074,2020-09-17 08:31:17,
431810418,431810418.01,5968.01,PC,False,True,False,PHT candidate.,possible multi; single transit at TBJD ~ 2830.06,,"56,83,",PC,1,0,2,0,,,,9.50492,2833.382000000216,9.227,500.0,3.8,2.6,122.831,5940.0,4.0583800621514285,1.05723,349.267516,31.353989,2022-11-09 11:56:48,2022-12-14 12:09:24
431810418,431810418.02,5968.02,PC,False,True,False,PHT candidate. Single transit event.,potential multi; CTOI from Nora Eisner,,"56,83,",PC,1,0,2,0,,,,9.50492,2830.060000000056,,700.0,5.9,3.1,122.831,5940.0,4.0583800621514285,1.05723,349.267516,31.353989,2022-11-09 11:59:11,2023-02-09 12:10:04
436873727,436873727.01,4641.01,PC,False,True,False,Planet Hunters TESS candidate. Single transit event.,variable star,,"18,42,43,44,58,70,71,",PC,3,0,15,0,,,,7.1323,1803.839999999851,0.0,2500.0,5.5,9.0,86.3501,6798.41,2.4509857757505307,1.75449,42.558202,25.333533,2020-01-24 07:46:42,2022-12-14 12:09:24
441642457,441642457.01,2073.01,PC,False,True,True,Planet Hunters TESS candidate. Single transit event.,period updated to ~53.2 days with spoc-s14-s50 data,,"15,16,22,23,48,49,75,76,",PC,2,0,2,5,,,,9.45253,1745.5099999997765,0.0,1000.0,5.0,,123.946,5729.0,3.9863674213649665,1.15632,209.882326,58.93291,2020-03-06 01:57:10,2022-12-14 12:09:24
441705792,441705792.01,,,False,False,False,Planet Hunters TESS candidate. Single transit event.,,,"16,23,49,50,76,77,",,,,,,,,,11.4421,2684.598000000231,,4200.0,12.7,7.1,244.307,5395.89,4.502420446184387,1.03797,215.683164,48.120734,2022-06-22 01:12:50,
441765914,441765914.01,2088.01,PC,False,True,True,Planet Hunters TESS candidate. Single transit event.,critical L1 candidate; one transit somewhat close to momentum dump,,"14,15,16,17,18,19,20,21,22,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,76,77,79,80,81,82,83,",PC,1,0,10,4,,,,10.8812,1769.6000000000931,0.0,2000.0,7.0,3.5,126.46,4902.0,5.371434112614003,0.831423,261.374894,75.88228,2020-03-06 01:40:20,2022-12-14 12:09:24
441765914,441765914.02,,,False,False,False,Planet Hunters TESS candidate. Single transit event.,,,"14,15,16,17,18,19,20,21,22,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,76,77,79,80,81,82,83,",,,,,,,,,10.8812,1824.7999999998137,0.0,500.0,16.0,3.648,126.46,4902.0,5.371434112614003,0.831423,261.374894,75.88228,2020-03-06 01:42:33,
452920657,452920657.01,,,True,False,False,PHT candidate. Single transit event.,,,"17,18,24,58,78,",,,,,,SBIG(1),,,12.6973,1810.5699999998324,0.0,20000.0,4.5,9.0,153.244,3907.0,6.77038260257638,0.663933,8.334322,59.109923,2020-05-17 00:46:07,
453029782,453029782.01,,,False,False,False,PHT candidate. Two transits (sectors 8 and 45). Period expected to be around 25 days.,,,"8,35,45,46,72,",,,,,,,,,11.4265,2550.1072999997996,,3410.0,4.3,4.8,153.01,5004.0,5.502900924248644,0.747623,144.302181,4.971929,2022-01-24 00:07:06,
455737331,455737331.01,,,True,False,True,Planet Hunters TESS candidate. Single transit event.,,,"17,57,",,,,,,SBIG(1),,Gemini,9.51477,1780.7000000001863,0.0,100.0,7.0,,121.523,5848.0,4.091477588609677,1.08752,357.351836,36.900456,2020-03-06 01:32:04,
456302722,456302722.01,,,False,False,False,PHT single transit. Note: possible double star system.,,,"20,47,60,73,74,",,,,,,,,,9.88335,2605.066000000108,,760.0,5.7,3.2,143.547,5987.0,4.098379397135187,1.01805,117.455659,68.212552,2022-12-20 03:53:32,
456306892,456306892.01,5581.01,PC,False,True,True,PHT candidate. 3 transit events.,found in faint-star QLP search; period updated to ~33.5 days with spoc-s14-s50-b0A-PC,,"20,26,40,47,53,73,74,",PC,3,0,1,1,,,,11.8294,1854.4580000001006,33.53137,12500.0,4.1,9.6,191.145,4947.0,5.422585289187625,0.794396,118.065411,70.165569,2022-01-12 12:47:39,2023-02-08 00:00:00
456909420,456909420.01,,,False,False,False,PHT candidate. Single transit event.,,,"17,42,43,70,71,",,,,,,,,,10.3588,1779.4109999998473,,3200.0,,,147.959,5265.0,4.508093062910196,1.07767,26.559097,18.695329,2020-09-03 09:28:56,
458451774,458451774.01,,,False,False,False,Planet Hunters TESS candidate. Single transit event.,,,"22,49,76,",,,,,,,,,11.521,1917.1899999999441,0.0,6000.0,2.5,,39.2687,3476.0,8.550767379587775,0.404667,193.823807,44.52348,2020-06-22 02:38:36,
458481611,458481611.01,5722.01,PC,False,False,False,PHT candidate. 3 transit events (2 in FFI).,alert at max period (~61.3 d),,"14,15,16,21,22,23,24,41,48,50,54,57,75,77,81,",PC,3,0,0,0,,,,12.9454,1758.0460000000894,61.3176,5170.0,6.0,6.2,315.535,4911.0,5.450162303116575,0.795305,233.47988,64.647463,2022-03-24 10:58:38,2022-12-14 12:09:24
466930780,466930780.01,,,False,False,False,Single transit. Event at 2811.92 is a background event.,,,"55,81,",,,,,,,,,9.01106,2798.3950000000186,,600.0,7.7,2.9,101.253,6054.0,3.9840205015963903,1.05081,311.715158,5.039783,2022-11-07 11:55:39,
